"","income","health","age","drive","transport","spend","lambda_1","lambda_2","lambda_3"
"1936",8397.48271200853,5,97,2,"Public",NA,1.32557682119595,-0.490478997092653,-0.660359964572191
"1937",14489.5421533945,2,52,2,"Public",NA,1.59481315162973,-0.401853490457526,-0.764472242667048
"1938",51412.8936238958,5,92,4,"Car",20.5005926929807,0.664310944620744,-0.543968853859992,-0.345541744798364
"1939",4556.31005829053,3,82,2,"Car",15.1669789634128,1.48666684308851,-0.482558770590328,-0.697344513722479
"1940",6340.35517010465,4,70,3,"Public",NA,1.70596021801556,-0.377197360780586,-0.791944224832595
"1941",54773.4502462739,3,57,3,"Car",16.6791584122367,0.753189675870628,-0.498611525044292,-0.457304912704545
"1942",12452.1060865316,5,29,3,"Public",NA,2.5193128807448,-0.167187811734738,-0.929361883342651
"1943",52606.4972523418,5,59,4,"Taxi",NA,0.82846136243851,-0.436030098862993,-0.551683218632898
"1944",19579.2352864359,5,40,2,"Public",NA,1.99565224289731,-0.23886467973049,-0.877181608426574
"1945",29716.0616483531,4,77,3,"Public",NA,1.04248873123358,-0.499585519290937,-0.577604566530588
"1946",38921.2332558039,4,58,4,"Public",NA,1.05171916244044,-0.437834446929029,-0.62959436361094
"1947",13962.7966793364,2,31,5,"Public",NA,2.01133707804019,-0.284910716998458,-0.862328531792705
"1948",17797.0208411426,2,77,1,"Car",12.5586065888035,1.19821502321178,-0.546491960202806,-0.581924866922801
"1949",16472.2426761936,3,67,2,"Public",NA,1.39314077532248,-0.448576937679284,-0.7035051858361
"1950",158143.63688082,2,79,1,"Car",26.4296485284267,0.223017959087152,-0.399683212642811,-0.012507027659841
"1951",24059.9268297929,1,25,1,"Public",NA,1.69335544624753,-0.339168330210916,-0.808585362684065
"1952",30667.547696306,3,56,0,"Public",NA,1.19805916150503,-0.443237183136364,-0.66521681582059
"1953",17352.1643039963,0,100,3,"Public",NA,1.0799306569415,-0.700586604460302,-0.335794958889847
"1954",18596.8325119274,2,81,4,"Public",NA,1.14967443839952,-0.567066023413855,-0.547404101969725
"1955",57822.2118093574,2,64,2,"Public",NA,0.680449385510779,-0.551634691279451,-0.346066947667465
"1956",17374.8915958164,2,86,2,"Public",NA,1.1347507978662,-0.586081525970207,-0.522274293549305
"1957",22339.1363368657,2,27,2,"Public",NA,1.81687327660584,-0.300863667983145,-0.838536118151979
"1958",28677.6546508137,1,42,4,"Taxi",NA,1.29695946977554,-0.449077888260138,-0.683820320796289
"1959",16281.6401121782,2,29,3,"Public",NA,1.97557203848952,-0.284827882016359,-0.859412940902187
"1960",86798.5251655616,2,61,2,"Car",12.995216813078,0.453860522184657,-0.519832189419092,-0.181859491900761
"1961",8103.7181924869,4,82,5,"Car",11.6441923976429,1.4650783137684,-0.452383964630038,-0.714022279275546
"1962",90030.6174989288,4,27,0,"Car",11.3378463461874,0.495712012021013,-0.394413931496745,-0.39867507241862
"1963",17221.0142844754,1,22,0,"Public",NA,1.97258237813358,-0.292970012908577,-0.856074300459731
"1964",56953.120029668,4,73,2,"Taxi",NA,0.663770463697502,-0.51940516382,-0.378758348012348
"1965",5434.78810836954,2,34,3,"Public",NA,2.24172986274445,-0.262514276985667,-0.886672525385619
"1966",43012.9466825804,0,83,3,"Car",14.7489823096018,0.821679439609819,-0.657589814557473,-0.264577991908659
"1967",40680.4082389193,3,41,2,"Car",14.0509742745695,1.15885656239344,-0.402828064483434,-0.682071294692008
"1968",9046.63477891631,2,40,1,"Public",NA,1.98676400697819,-0.310206969270255,-0.850506087300333
"1969",12863.8108187569,3,35,2,"Public",NA,2.08583517666921,-0.261242519938742,-0.876577916645373
"1970",25221.8860803862,2,92,2,"Car",20.0330042353794,0.981560357411084,-0.622193228236791,-0.417636058108924
"1971",49054.3820855479,2,88,3,"Taxi",NA,0.722879222696292,-0.615526355445109,-0.271671300101032
"1972",12884.7598785817,2,65,3,"Public",NA,1.44211320413811,-0.46749226658239,-0.69989612127707
"1973",18828.2146054342,5,43,2,"Public",NA,1.95523584813813,-0.249778355408717,-0.870212171329517
"1974",66167.378891336,4,89,1,"Public",NA,0.549438075529805,-0.553532978943051,-0.229050540792028
"1975",10005.1669286757,5,33,1,"Public",NA,2.51240337618532,-0.173983003959462,-0.927335919929861
"1976",42764.1659403967,5,38,1,"Car",15.937029230114,1.31050756721898,-0.317682650313715,-0.760608606437285
"1977",30155.9561270577,3,81,1,"Car",16.3800813069997,0.974951298314078,-0.554489322681991,-0.499398443231424
"1978",10157.1160755811,0,24,0,"Taxi",NA,2.04946076503981,-0.312846154496599,-0.854545777411014
"1979",13800.9472553053,3,92,3,"Public",NA,1.17878678319562,-0.565586425776494,-0.557702553432508
"1980",38112.3729298983,3,42,1,"Car",14.3000424891884,1.20629283228674,-0.399223958402541,-0.695589322044489
"1981",26219.8386316251,5,95,5,"Taxi",NA,0.989362001793737,-0.531615809523644,-0.528993069959678
"1982",59728.7521637923,2,45,2,"Taxi",NA,0.734862721545406,-0.494497359135662,-0.451752069210942
"1983",14454.3578087608,4,70,2,"Public",NA,1.47628340467,-0.412808251618099,-0.740236019398993
"1984",6633.30607363897,5,41,2,"Car",8.05245874766859,2.4416631863549,-0.193772798365949,-0.918795343779559
"1985",45865.9755860332,4,86,4,"Car",19.9884560457057,0.744146903660944,-0.555174970441466,-0.383631528296859
"1986",14385.3393621269,4,61,1,"Public",NA,1.62738776651079,-0.363303232423045,-0.78891431046066
"1987",23962.3318179122,1,88,4,"Car",15.2263351853577,1.01480272985679,-0.63903961621539,-0.408297051878046
"1988",73374.3185376848,0,88,0,"Taxi",NA,0.60158796904052,-0.629917780552291,-0.108544113475857
"1989",18484.9129730361,2,34,2,"Public",NA,1.80089290961733,-0.320704355531493,-0.828719363618622
"1990",65165.7125970555,5,98,0,"Taxi",NA,0.536444249524953,-0.548882123500675,-0.223927365411285
"1991",10218.981947489,1,41,5,"Public",NA,1.82008507063279,-0.364666804140119,-0.810962408868867
"1992",42102.309063539,4,94,1,"Taxi",NA,0.761618763374557,-0.577882951917927,-0.362441391426293
"1993",26180.2201445088,1,53,5,"Car",14.4259604102781,1.22199760652777,-0.496418864142364,-0.631656208113664
"1994",13151.089980923,1,46,4,"Public",NA,1.64455242085009,-0.406860657723026,-0.768538751143554
"1995",8991.12935258157,1,63,2,"Car",12.2975204301573,1.50048272673396,-0.485233272229304,-0.697838815036704
"1996",23240.473021323,5,58,4,"Public",NA,1.51773247196715,-0.342518606320498,-0.783618016411039
"1997",26333.9782692335,4,45,5,"Car",13.7602091711247,1.56107087838005,-0.329173452441777,-0.796016527208417
"1998",26747.9408535612,4,53,4,"Taxi",NA,1.41224200754967,-0.372080497701024,-0.751994561397137
"1999",32073.9423788968,1,88,3,"Car",20.199930924263,0.91280798537014,-0.644634333956549,-0.347811176044179
"2000",15957.1152164325,5,88,3,"Car",17.1556377160526,1.26072014687445,-0.470833827415603,-0.660486060399129
"2001",15396.2213970519,3,31,1,"Public",NA,2.086582934998,-0.25244171697604,-0.879640419230369
"2002",26000.1221583158,1,74,3,"Car",12.8891517103559,1.05059732497351,-0.590479292973466,-0.487625602265056
"2003",15076.4255333085,2,27,1,"Public",NA,2.05991285636098,-0.269462197847124,-0.871758974888939
"2004",51712.7348870075,3,97,1,"Public",NA,0.67540919838297,-0.608858297875925,-0.244121927071921
"2005",24881.8801461796,3,89,5,"Taxi",NA,1.00912492821178,-0.576985444077595,-0.487506451459531
"2006",14318.5643232523,3,53,3,"Public",NA,1.67514871943784,-0.362531458244248,-0.795401569165416
"2007",6217.8217606098,1,83,1,"Public",NA,1.34092757020279,-0.581097569364189,-0.585275235966442
"2008",14036.5963906554,5,56,4,"Public",NA,1.83988002306202,-0.293600662682905,-0.843706867058141
"2009",92245.9073817318,4,35,2,"Car",14.5042496892563,0.442889383093837,-0.413409176319999,-0.333322179490322
"2010",14875.4324938544,5,46,3,"Public",NA,2.02542577423314,-0.24794905648139,-0.876530347324398
"2011",12268.6252014157,3,67,2,"Public",NA,1.50141483251406,-0.431349359069007,-0.733325550578377
"2012",34789.2340647815,3,22,2,"Public",NA,1.63228019231142,-0.287902367823193,-0.822910427822816
"2013",29998.5758361779,4,51,2,"Car",10.5842376002979,1.35663997992418,-0.374327245379212,-0.740865148101605
"2014",37277.318576397,3,99,4,"Car",23.4024075521112,0.809528087191903,-0.619986618806808,-0.326700069661148
"2015",18131.70677766,2,84,3,"Taxi",NA,1.13560407786911,-0.579177334785118,-0.530138349308345
"2016",48332.4255764709,2,22,5,"Public",NA,1.16478538686203,-0.376515983132236,-0.699251256114632
"2017",9693.14096989872,1,41,2,"Car",7.69450144143675,1.8363949989835,-0.362178654546525,-0.813840332247158
"2018",21285.6041653387,5,45,5,"Car",15.5288300879137,1.82953832908194,-0.269203882018477,-0.851908830015984
"2019",13454.9421542057,1,32,3,"Public",NA,1.89152177028115,-0.329426208373787,-0.834024616128717
"2020",35473.1391929149,4,41,5,"Public",NA,1.36954818714012,-0.344695171117473,-0.758484663721669
"2021",24125.0194634381,2,96,1,"Taxi",NA,0.981721505065894,-0.634548619918584,-0.399641775632553
"2022",47896.4015921092,5,20,2,"Public",NA,1.48646939371044,-0.254358969357881,-0.816116664586378
"2023",93055.4292738368,2,73,3,"Car",22.4533809821702,0.425537520273117,-0.529224289922822,-0.117886068136103
"2024",24305.5226294214,4,26,2,"Car",10.0516475071512,2.0159747615513,-0.229026826001102,-0.881962818964618
"2025",15150.1898689226,3,64,3,"Public",NA,1.47020496106016,-0.426894189921922,-0.730879755081976
"2026",12376.2957798357,3,54,2,"Taxi",NA,1.71542467168613,-0.359335542935299,-0.801825088650509
"2027",18322.337308622,2,95,3,"Taxi",NA,1.06735194922479,-0.623998753129443,-0.451787381881023
"2028",20979.0314302528,4,63,2,"Car",11.7177922865019,1.41006067193594,-0.401701227468234,-0.735339792174505
"2029",88810.6043587113,4,46,2,"Car",19.3031437214485,0.440893956265078,-0.440351703746929,-0.297671799016722
"2030",9992.83205127652,0,20,5,"Public",NA,2.14047902065457,-0.290517732967385,-0.869965159897305
"2031",10247.0772179209,4,80,4,"Car",20.9469179005981,1.43866380089542,-0.450188325108456,-0.710809666881372
"2032",16554.6666981665,4,84,3,"Public",NA,1.23954638897801,-0.494655961356879,-0.637392550026639
"2033",33232.7669480097,3,36,1,"Public",NA,1.42422840395764,-0.351459410268493,-0.76457278564058
"2034",39135.2275932773,3,25,5,"Car",12.342605677276,1.44613564378849,-0.319296203909787,-0.783363057266506
"2035",11666.1376971436,4,46,3,"Car",14.3464250385145,2.01074205789797,-0.272242508407028,-0.866925213509783
"2036",24074.9467408235,0,35,2,"Car",17.75398571059,1.43832479396375,-0.437384806404808,-0.718932717487945
"2037",21374.9491631869,5,94,4,"Car",17.8014608071504,1.08474929576836,-0.516209265334803,-0.576352445046984
"2038",50850.464151833,2,42,3,"Taxi",NA,0.891404437027595,-0.471410303452299,-0.54763749605081
"2039",47213.4725181481,4,37,4,"Public",NA,1.12930056323892,-0.365689965125687,-0.696781594566803
"2040",17701.4796992574,3,65,3,"Public",NA,1.3901031738578,-0.442664425862954,-0.706779906774294
"2041",22747.1612565905,5,77,4,"Public",NA,1.24093573965414,-0.43856777116697,-0.678496482069782
"2042",34783.7578854243,4,39,1,"Car",9.49091998868432,1.42235278222738,-0.332220544582391,-0.773554655695707
"2043",6922.65852247545,5,34,3,"Public",NA,2.60561042626901,-0.167348685783403,-0.932974138660027
"2044",17726.3998475097,4,83,2,"Car",18.6360612729508,1.22516386923979,-0.493507915030692,-0.634759477988032
"2045",32938.9464332585,3,87,1,"Taxi",NA,0.900491763415205,-0.580739280836567,-0.435553187405285
"2046",15271.4063358797,1,74,3,"Car",14.6976578349482,1.24031207722045,-0.565186005994742,-0.5754374922233
"2047",21121.7217986864,3,76,1,"Car",9.9421941796119,1.18041503805402,-0.511002926892064,-0.608814569505586
"2048",21704.9304890395,2,28,1,"Car",17.8457894945458,1.81718951686982,-0.303291560683522,-0.837593497617331
"2049",13272.410351477,4,23,3,"Public",NA,2.49201158994678,-0.17619541379434,-0.925845284763519
"2050",10980.3667338598,5,36,4,"Public",NA,2.40099511184451,-0.189150118492344,-0.918038638781322
"2051",19150.6691297816,4,24,5,"Public",NA,2.24751046841545,-0.20106253779593,-0.90626374121089
"2052",17276.1207588751,1,22,3,"Taxi",NA,1.97073453996009,-0.293214810325574,-0.855823719281112
"2053",39492.5192138865,3,83,5,"Taxi",NA,0.830455192059728,-0.573057238625537,-0.409752403734574
"2054",64274.454732572,4,48,4,"Car",20.1612906048412,0.697292867541984,-0.445039500402859,-0.480912324383442
"2055",21843.4052215635,2,33,1,"Car",9.63908953105629,1.71484108027987,-0.330142576880951,-0.815156015912486
"2056",29116.7938441766,2,84,4,"Car",20.290818937407,0.961287734311269,-0.598643767344164,-0.440607411351597
"2057",20967.0886511952,4,87,3,"Taxi",NA,1.11870060003328,-0.522363891117566,-0.581224621191251
"2058",33555.359984147,2,44,5,"Public",NA,1.22029636861432,-0.434494653076327,-0.676444234880594
"2059",25666.6258933369,2,21,1,"Taxi",NA,1.83106198886749,-0.284549619663395,-0.846331340564668
"2060",25993.8916094209,4,53,1,"Taxi",NA,1.43285234294048,-0.369111525075962,-0.757050341796338
"2061",48004.0465437347,2,100,2,"Car",18.3565979966512,0.727552873460873,-0.642514291431054,-0.219549916475904
"2062",11034.7558724419,4,30,2,"Public",NA,2.40354112367093,-0.196191577115298,-0.916238565976713
"2063",60688.2151550697,2,55,3,"Public",NA,0.677786265736275,-0.526297172723891,-0.379269422705439
"2064",28124.002958837,2,26,3,"Public",NA,1.65406764358639,-0.320313116956952,-0.812160637366706
"2065",24998.6076299803,2,81,4,"Taxi",NA,1.03981182898848,-0.580964000829774,-0.494720418661845
"2066",14880.854074334,4,50,1,"Public",NA,1.8202627826852,-0.306641331301092,-0.836549952098616
"2067",19639.2557363437,2,30,2,"Public",NA,1.8436656001812,-0.304699280029694,-0.839675679350972
"2068",28611.93916732,5,41,4,"Public",NA,1.6739622450874,-0.279206943679871,-0.831372898770896
"2069",5194.73047110714,5,94,2,"Car",12.6023365379465,1.44099703044954,-0.461998249138424,-0.703416641053923
"2070",14457.0091152121,3,31,4,"Public",NA,2.11957052505506,-0.248538646925787,-0.883314054850178
"2071",33196.3141317729,5,76,4,"Public",NA,1.02706925786271,-0.465378847749911,-0.601152628831744
"2072",17923.4062530962,5,62,2,"Public",NA,1.60250976464787,-0.3413865624418,-0.796072880682543
"2073",12577.0715647656,2,47,1,"Taxi",NA,1.73768905709225,-0.365144985724055,-0.801639600987659
"2074",14115.2891842777,5,21,3,"Public",NA,2.65924271055954,-0.14441312109864,-0.940551975692331
"2075",25978.4940470956,5,20,2,"Public",NA,2.23203481127458,-0.178415443955102,-0.911554164208605
"2076",7013.67666139807,3,35,2,"Public",NA,2.29399960528002,-0.236622339402646,-0.898325442044017
"2077",40532.5432880571,2,38,1,"Taxi",NA,1.13620398706358,-0.427878016060085,-0.660096969495426
"2078",4825.86719855902,1,82,3,"Taxi",NA,1.37866478455052,-0.57148997865105,-0.603346204802346
"2079",15485.5457315497,3,52,5,"Taxi",NA,1.65830933747822,-0.362219878004496,-0.793438529276184
"2080",12695.1113429986,2,59,1,"Car",12.5595187237066,1.53327613818576,-0.43330909025285,-0.737202684510688
"2081",9190.99843714409,5,34,3,"Public",NA,2.51844022146142,-0.175021777981932,-0.927338859709945
"2082",10357.4864106517,4,94,2,"Taxi",NA,1.26551473786719,-0.524401725166373,-0.619296008034912
"2083",26240.3648557217,5,74,1,"Public",NA,1.19802640669412,-0.435443611517089,-0.670516547467469
"2084",20255.0247619976,3,76,0,"Public",NA,1.19833082801871,-0.50835750514779,-0.615825093770646
"2085",17843.6531344771,5,21,5,"Public",NA,2.51451036096507,-0.155786452196064,-0.93194405127802
"2086",4339.28712674585,3,32,5,"Taxi",NA,2.46418054592692,-0.212098718891252,-0.914710931997586
"2087",8716.5212837114,1,64,5,"Taxi",NA,1.49403172974956,-0.489688270317061,-0.693556424989722
"2088",20092.1610662784,2,66,1,"Car",8.19184556749799,1.26101474788693,-0.499680222396631,-0.638588648003164
"2089",11912.8793587499,1,38,4,"Public",NA,1.8239155428793,-0.355642895419995,-0.815609085274311
"2090",12610.2057946515,1,65,5,"Car",24.7020803641948,1.38845649233639,-0.510670913382422,-0.6579789196394
"2091",45921.0317469697,5,60,4,"Public",NA,0.94085368670504,-0.426596271600368,-0.602093127089217
"2092",24907.1911998035,5,94,2,"Car",17.0824239645842,1.01988093058927,-0.52463725429165,-0.546926943636887
"2093",10607.4171321617,3,37,4,"Public",NA,2.12010173364241,-0.261466093101896,-0.878971744031781
"2094",15865.6677002086,4,58,2,"Public",NA,1.63711606400157,-0.353484025618089,-0.794930693042073
"2095",18043.9831177908,3,70,5,"Public",NA,1.31565270991824,-0.470489100222899,-0.672925296125927
"2096",13681.4116020222,1,82,3,"Public",NA,1.2070523592788,-0.597657621255463,-0.532007852801673
"2097",11216.7387479917,4,93,3,"Car",18.3677644611433,1.25765842842347,-0.522206186314832,-0.619241156704957
"2098",21242.032069459,3,65,2,"Public",NA,1.30367554021717,-0.456105451076372,-0.680460454555101
"2099",37006.0356376157,0,84,5,"Car",17.7222258748581,0.880406632746043,-0.661745493778112,-0.297169372307816
"2100",25817.2048289589,0,50,3,"Car",22.8060535063833,1.21496416580786,-0.521821626736417,-0.608730006748331
"2101",19146.9189456697,3,28,4,"Taxi",NA,2.02276936658146,-0.253573832095905,-0.874421382702008
"2102",28896.454107718,3,89,1,"Car",13.5881810762521,0.948213134084549,-0.583074135524755,-0.454689929454642
"2103",38397.3166387927,4,63,3,"Taxi",NA,1.00940285138175,-0.45894690102694,-0.600532029303478
"2104",19963.0876388302,4,29,3,"Public",NA,2.1009682978782,-0.225670830621336,-0.889356930983654
"2105",30304.8680182766,4,69,3,"Public",NA,1.11067195984548,-0.464449309609333,-0.626974862738554
"2106",9878.33214285591,4,26,5,"Public",NA,2.54650338653769,-0.176059245461757,-0.928301510103606
"2107",18494.7931163689,5,64,4,"Taxi",NA,1.55014445678698,-0.354332750594878,-0.782674440706683
"2108",16412.3800011526,2,43,2,"Public",NA,1.69470065306608,-0.360302528166357,-0.798878969668938
"2109",25259.6907332947,2,93,0,"Car",13.4910564016179,0.97724183158723,-0.625631768636037,-0.410689838359359
"2110",28286.039546957,1,65,4,"Car",7.93826444271356,1.07201880683524,-0.557879218728897,-0.53168132391288
"2111",20200.5965413221,3,39,4,"Public",NA,1.75773480673314,-0.313219761643421,-0.827254240864833
"2112",12882.8216007443,5,29,1,"Car",14.9799271441581,2.50281486808153,-0.168613691082219,-0.928267219413848
"2113",11489.6286194187,3,48,1,"Public",NA,1.8577863808323,-0.32246966482443,-0.833732559489161
"2114",26768.0536483415,2,27,4,"Public",NA,1.67681429312085,-0.319779994084065,-0.815172766803851
"2115",56941.8469221709,2,47,1,"Car",10.5095136396893,0.761830424418039,-0.498759402109094,-0.461750285148902
"2116",12695.5279885448,5,48,4,"Public",NA,2.05675080613364,-0.248521401833051,-0.878742309605044
"2117",16825.3327156295,2,66,2,"Car",12.4198498794066,1.33458613455716,-0.488151474150859,-0.664040674671711
"2118",27763.4695937501,4,93,2,"Taxi",NA,0.956200800853691,-0.562179211473189,-0.483106489626077
"2119",14939.5253080034,1,39,5,"Public",NA,1.71311601403319,-0.375319677366706,-0.793746899058903
"2120",23983.0022871185,5,96,2,"Taxi",NA,1.0204092797031,-0.531162352008989,-0.540762722884394
"2121",21304.694321912,2,47,1,"Car",13.9617381810518,1.48671430635857,-0.403554261254853,-0.747231766222942
"2122",12792.6221168166,5,96,5,"Public",NA,1.23907212788535,-0.500592457704975,-0.632549408656732
"2123",39419.223240105,1,98,5,"Taxi",NA,0.826805534596963,-0.668631848465902,-0.244783761668136
"2124",39831.5856590982,2,35,3,"Car",15.9741852532311,1.19053167716015,-0.411137956444689,-0.684546599469075
"2125",45111.7333515615,1,96,2,"Taxi",NA,0.776722041974154,-0.66033569014866,-0.222477992177266
"2126",53508.5969338789,2,57,3,"Car",19.181280869392,0.755979864322534,-0.52941815837625,-0.4237214702143
"2127",15452.8193588933,2,78,5,"Car",13.0976652664069,1.23561423097297,-0.544352287986846,-0.594017068684478
"2128",15912.5386607152,1,73,3,"Taxi",NA,1.23648132069971,-0.562299622536876,-0.577232723048017
"2129",26445.7990965162,1,49,3,"Public",NA,1.26166318138279,-0.477157118836177,-0.656048222671111
"2130",34236.8108065686,1,59,3,"Public",NA,1.01336802545821,-0.545138144715872,-0.52410399029181
"2131",17365.8635041581,5,55,2,"Public",NA,1.75265638940018,-0.302661694877499,-0.831047730415918
"2132",16377.4166962814,2,89,5,"Taxi",NA,1.13178885021405,-0.596628209868788,-0.509325584162421
"2133",14288.4947676502,3,34,5,"Public",NA,2.05847794360602,-0.262376838092483,-0.874142687821025
"2134",62164.6210508793,1,92,3,"Car",17.0969092603831,0.645529743069196,-0.633244100883413,-0.156939250665741
"2135",3805.80782360275,5,37,5,"Car",13.18237065754,2.64989298319616,-0.168086122136022,-0.934539746635955
"2136",19588.4498147722,5,89,2,"Public",NA,1.16969093614424,-0.4877026586336,-0.625083195902607
"2137",22623.6028446223,2,90,3,"Public",NA,1.02723540866938,-0.611801913903491,-0.451744121550675
"2138",10491.0026455474,4,28,5,"Public",NA,2.4732466458715,-0.186070003491944,-0.922385132992475
"2139",28848.0629155761,1,83,3,"Car",16.8514373163443,0.967065568271569,-0.627114335318032,-0.403699082684136
"2140",5558.25017693771,4,73,3,"Car",7.93601298129192,1.6764581682918,-0.390584989003671,-0.781424151091955
"2141",42979.4856434453,2,22,5,"Public",NA,1.29956074247463,-0.35830049989402,-0.738469903691996
"2142",6875.00459288523,4,40,5,"Taxi",NA,2.31697617207044,-0.223608218414054,-0.903666991503412
"2143",4713.02666155577,5,72,2,"Car",18.2003641240747,1.82037502823963,-0.337080355962929,-0.823655294645423
"2144",12906.7450003448,3,39,0,"Public",NA,1.99708197859233,-0.281475752257738,-0.862446042517289
"2145",24672.7895012257,5,99,1,"Public",NA,0.986640478145874,-0.545044179765637,-0.514143537129314
"2146",13959.3244688933,2,54,1,"Public",NA,1.57706242870515,-0.410737010214419,-0.756992241943334
"2147",14890.8037485672,2,50,4,"Public",NA,1.6167564942025,-0.392428820521102,-0.772605503770246
"2148",27812.573526108,1,83,3,"Car",10.5462841508173,0.980922605738644,-0.626113096846396,-0.411711429454162
"2149",10496.2082823207,0,65,3,"Taxi",NA,1.3868683419642,-0.546380649461312,-0.628030133430288
"2150",20741.7803188661,2,85,4,"Public",NA,1.08437266828535,-0.589047924072363,-0.501703741091622
"2151",31211.8495527148,2,76,2,"Taxi",NA,0.971775536378159,-0.571915301948217,-0.478316164412644
"2152",69133.3660739594,3,87,4,"Taxi",NA,0.546883337938789,-0.569640728742928,-0.193365382072712
"2153",30810.6693630684,2,57,4,"Taxi",NA,1.13012875472616,-0.489221492601508,-0.612998253440554
"2154",73154.8783948715,2,31,3,"Public",NA,0.63585849160675,-0.458453675417049,-0.431544110842558
"2155",30248.8069638842,4,37,4,"Car",16.822936528749,1.5916445843164,-0.304657652401686,-0.81084844349957
"2156",21976.5490430928,2,88,2,"Car",16.6148598143483,1.04718734743747,-0.60323881383482,-0.470739003544498
"2157",4538.83477509617,2,38,0,"Taxi",NA,2.18359882311052,-0.278969279644908,-0.8771549782386
"2158",9346.32982978779,2,49,0,"Public",NA,1.79957641675325,-0.361435888816653,-0.810317209518012
"2159",17618.877005584,1,71,4,"Public",NA,1.22064494868907,-0.557754619872553,-0.5773491305097
"2160",36264.3092054788,2,63,5,"Car",14.7275690329111,0.975585958241706,-0.5290735200433,-0.52634756676223
"2161",17575.1367708767,4,31,5,"Public",NA,2.14009096759551,-0.225331853080833,-0.892184735298279
"2162",32226.811323767,4,46,2,"Public",NA,1.37638125890613,-0.357453412749159,-0.753297227661884
"2163",10460.1915880975,2,91,2,"Taxi",NA,1.22208277668689,-0.59124456147781,-0.543473974408666
"2164",18180.5786808484,1,43,4,"Car",8.03993715345129,1.55240577119081,-0.412319881447587,-0.752461946755569
"2165",25639.8797922544,3,77,4,"Car",22.2693464852492,1.08284641028551,-0.52806796070147,-0.564817692428935
"2166",17127.3177542133,1,75,1,"Public",NA,1.19672768433663,-0.575011068431554,-0.553305178916347
"2167",23836.7118637439,3,81,4,"Taxi",NA,1.08280485264757,-0.541444799818104,-0.551948265521163
"2168",13773.1507992731,3,98,3,"Car",16.6854254167206,1.13504688621158,-0.591999504734029,-0.515718368689742
"2169",28625.1693295447,2,67,3,"Taxi",NA,1.07906494114245,-0.52938486226863,-0.562358269999963
"2170",20811.5120232589,5,39,2,"Public",NA,1.97518590294538,-0.239123878857528,-0.875433260226327
"2171",21312.8500248165,3,82,3,"Car",19.6935852916915,1.12109910409326,-0.539647706547959,-0.565859139215869
"2172",5629.91171302505,2,55,3,"Public",NA,1.80279745654994,-0.378139254962479,-0.802571562735045
"2173",13745.021889006,4,99,4,"Car",11.6585325902037,1.1522424223265,-0.558234540416386,-0.557174969114116
"2174",7763.97046799214,4,37,3,"Public",NA,2.35578435994012,-0.213714605446064,-0.908750851693988
"2175",7158.08209084712,1,72,5,"Taxi",NA,1.4325024539942,-0.52747190704594,-0.653335277252959
"2176",15588.3922449955,5,92,4,"Taxi",NA,1.22256695842863,-0.489772495582669,-0.637053628297158
"2177",19681.6329561495,2,48,4,"Taxi",NA,1.51517842015989,-0.402184347265036,-0.752503486069202
"2178",26863.4030547874,2,67,3,"Car",12.1191530796554,1.11218850604686,-0.524897506732885,-0.576941281437746
"2179",47281.9481241321,5,43,3,"Car",21.7701321891917,1.11782378760642,-0.355423162539422,-0.69964978697798
"2180",30063.8943610788,3,70,3,"Car",18.736973099098,1.06125291350541,-0.507748210852469,-0.576477187017894
"2181",44732.2160732077,2,98,5,"Car",19.3938782550304,0.755439440244472,-0.640923412523101,-0.247350037773352
"2182",15238.5365641559,4,51,4,"Public",NA,1.78884896551136,-0.313430976000861,-0.830508660252348
"2183",17756.5879608585,1,53,4,"Car",11.739987950874,1.41667849777404,-0.465855525307994,-0.696344732643482
"2184",47080.6900907112,3,46,3,"Car",19.7792820470906,0.96455908384463,-0.443513743699072,-0.597542534757508
"2185",22045.0866582857,1,70,3,"Car",12.3920452282948,1.14543383414356,-0.565072064326563,-0.548148292963068
"2186",6794.22794456951,2,54,4,"Public",NA,1.78559235552526,-0.377911394615984,-0.800802669681535
"2187",12178.3021699718,4,41,4,"Public",NA,2.10345147264038,-0.249920957372848,-0.88170826455718
"2188",44592.2092333424,1,36,4,"Public",NA,1.02081876399477,-0.469287936146736,-0.596014589223904
"2189",14364.0511974064,2,33,2,"Public",NA,1.95550169332023,-0.297079060340378,-0.853025749921003
"2190",27817.2300300282,5,22,2,"Public",NA,2.11685870538908,-0.192405664834245,-0.90030152181805
"2191",22246.8540586752,3,43,4,"Public",NA,1.61912298569166,-0.343049254127215,-0.797499224518992
"2192",15561.4141122859,4,39,2,"Car",9.7564119207232,2.03002826647117,-0.254341537029795,-0.874727187634965
"2193",17230.7270488621,5,71,5,"Public",NA,1.46827887732147,-0.386310340297088,-0.753776482871678
"2194",28975.4553541844,5,49,5,"Public",NA,1.51067626265425,-0.319768552188014,-0.79302464388532
"2195",25506.9228910541,5,22,3,"Taxi",NA,2.20115816882975,-0.184493096403055,-0.908024459997332
"2196",52274.7686121553,4,45,3,"Public",NA,0.922863042827416,-0.414494095427401,-0.604602670892383
"2197",19151.3052373709,3,40,4,"Public",NA,1.77133149563736,-0.313904575735146,-0.828443762187133
"2198",11542.0754307992,5,82,1,"Public",NA,1.45011567594387,-0.422299297684793,-0.730241248749742
"2199",24738.8997169045,2,66,2,"Car",9.40062253057861,1.16326620716697,-0.514319746415094,-0.601259460274989
